owner,address,type,access,default,range,unit,kind,rate_cap,anticipatable,panic,persist,refers,description
range,out,d,rw,0,0..,s,state,50,no,park,show,,"Where in the file it ends, in seconds. Checked against the file length when the cue is ARMED, which is when the file is read, and not when the show loads - a show whose media is not on this machine yet is still a show somebody has to open. An out that is not after its in fails the arm."
range,loops,i,rw,1,0..,,state,50,no,park,show,,"How many passes of this range before playback continues into the next. Nought is for ever, which is what an ambience bed is: it plays until something advances it. The count is of passes rather than of repeats, so one is the range played once."
trigger,cue,s,r,,,,state,50,no,park,none,,"The cue this trigger fires, derived from where it sits. A trigger is a child of the cue it belongs to (PRD 3.7), so this is the containment read back rather than a second copy of it that could disagree."
trigger,kind,s,rw,osc,osc|midi|clock,,state,50,no,park,show,,"What kind of thing fires it. The three inputs Phase 3 builds: a message on Go.dot own OSC port, a MIDI event on an input it was told to open, and a time of day. Timecode is Phase 10, and GO is not in this list at all - GO is the operator, and the only trigger that moves the standby (PRD 3.5)."
trigger,enabled,T,rw,true,,,state,50,no,park,show,,"Whether it can fire. A trigger turned off during tech is still written down, which is the whole difference between disabling one and deleting it."
trigger,address,s,rw,,,,state,50,no,park,show,,"osc: the address that fires this cue, arriving on Go.dot own OSC port over UDP. Refused at load if it falls under /godot or under a mount prefix, because those are NODES - a trigger there would be a message that both wrote a value and fired a cue, and nobody could tell which had been meant."
trigger,value,s,rw,,,,state,50,no,park,show,,"osc: an argument the message must also carry, written the way the log writes one - f:1, i:3, T, s:go. Empty matches any arguments including none, which is what a bare address means to most of the things that will be sending one."
trigger,port,s,rw,,,,state,50,no,park,show,port,"midi: the declared port the event must arrive on, by identifier. Empty is any input, which is what a rig with one MIDI cable wants. THE PORT AND NOT THE CABLE (2026-09-22): the show says ""Lights"" and the machine says which socket that is, so moving an interface changes one binding in the settings and every trigger that named the port goes on firing. Matching a device name here would mean editing every trigger in the show for a moved cable, which is the cost the port exists to avoid."
trigger,channel,i,rw,0,0..16,,state,50,no,park,show,,"midi: the channel, 1 to 16. Nought is any, and it is nought rather than -1 because MIDI channels are one-based everywhere a musician looks at them."
trigger,type,s,rw,noteOn,noteOn|noteOff|programChange|controlChange,,state,50,no,park,show,,"midi: the event type. Four of them, which are the four a surface sends: the rest of the event types exist for MIDI CUES (PRD 3.10) rather than for listening."
trigger,number,i,rw,0,0..127,,state,50,no,park,show,,"midi: the note, controller or program number."
trigger,data,i,rw,-1,-1..127,,state,50,no,park,show,,"midi: the velocity or value that must match, or -1 for any. A note-on with velocity nought is a note-off on a great many devices, so matching on it is a thing somebody will need to do deliberately."
trigger,at,s,rw,,,,state,50,no,park,show,,"clock: a local time of day, HH:MM:SS, fired once each day it is crossed while the show is open. The wall clock is the one input the model refuses to read - nothing inside the engine reads a clock, which is what makes a replay reproducible - so a crossing is noticed outside it and arrives as a logged command like any other."
fade,target,s,rw,,,,state,50,no,park,show,cue,"The cue whose sound this fade moves. It targets the CUE and finds its live run when it fires, because a cue is what somebody wrote down and a run is what happens to be playing - and the show has to say the first without knowing the second."
fade,level,d,rw,-120,-120..12,dB,state,50,no,park,show,,"Where the fade ends, in dB. -120 is silence rather than a very small number, and it is the default because a fade to silence is what most fades are - a fresh fade cue is a slow cut to nothing, which is a real thing to want and can only ever make the show quieter. Not read while points holds a curve, whose last level is where that fade ends."
fade,duration,d,rw,0,0..,s,state,50,no,park,show,,"How long it takes. Zero is a jump, and it is the default so that a fade nobody has finished writing does something obvious rather than something slow and mysterious."
fade,curve,s,rw,linear,linear|sCurve,,state,50,no,park,show,,"The shape it takes between the two levels. Linear in the dB domain, which is what a fader feels like; sCurve eases out of the start and into the end, for a fade that should not announce itself. The two shapes a fade has when nobody has drawn one: not read while points holds a curve, because two shapes multiplied together would be a third that nobody drew."
fade,points,d*,rw,,,,state,50,no,park,show,,"A curve somebody drew, as (t, level) pairs: t a fraction of the duration and level in dB, within the -120..12 a fade's level may take. The fade meets each breakpoint at its time and runs straight in dB between them, which is what linear already means. Empty, the default, means curve applies - so a fade written before there was anything to draw with goes on meaning what it meant. Where it holds a curve it is the whole of the shape, and its last level is where the fade ends. The fade leaves from wherever the run's level is rather than from the first breakpoint's, for the reason a fade over a fade does: anything else is a jump, and a jump on a PA is a click. Refused, when written and when the show loads, unless it is pairs whose times climb strictly from exactly 0 to exactly 1."
fade,stopWhenDone,T,rw,false,,,state,50,no,park,show,,"Whether the target's run is stopped when the fade arrives, at whatever level it arrives at. Off, a fade to silence leaves the run playing silently until it ends by itself, which is what a fade that will come back up wants; on, the arrival is the stop, the same path a stop cue's fade verb takes."
fade,dca,s,rw,,,,state,50,no,park,show,dca,"The DCA whose trim this fade moves, by identifier, instead of a cue's level. When it is set, target is not read: a DCA has no run to find, so the fade moves /godot/dca/<id>/trim from wherever it stands to level, and stopWhenDone means nothing. A second row rather than a wider target, because target names a cue and the refers check knows one kind per row."
transport,target,s,rw,,,,state,50,no,park,show,cue,"The cue this stops. As with a fade it names the cue and finds the run, and a target that is not running is a no-op that is applied rather than refused."
transport,verb,s,rw,hard,hard|fade|afterMember|afterIteration|advance,,state,50,no,park,show,,"How it stops. Hard stops now and takes Tracktion's own click suppression with it; fade runs a fade to silence first and stops when it arrives. The verb is separate from the duration so that a stop with a duration nobody meant cannot become a slow one by accident. afterMember and afterIteration are the two GRACEFUL ones, and they are only meaningful against a group: they let the scene reach a boundary it was going to reach anyway - the end of the member playing now, or the end of this round - and stop there, which is how an infinite loop is left without a cut. Against anything else they are a hard stop, because there is no boundary to wait for. advance is the third graceful one and belongs to a ranged media cue (PRD 3.24): it lets the range playing now finish the pass it is on and then leaves it, either into the next range or into silence - which is how an infinite ambience is got out of without a cut. Against a cue with no ranges it is a hard stop, for the same reason: there is no boundary."
transport,range,s,rw,,,,state,50,no,park,show,range,"Which slice of the target to go to, by identifier, when the verb is advance - and empty, which is what advance has always meant, is the NEXT one. Naming a slice is how a bed is sent to its outro from wherever it has got to rather than stepped through everything in between, which on a loop that never ends is the difference between a gesture and a wait. The slice still finishes the pass it is on before the jump, because that is what makes an advance graceful; a slice of some other cue is a warning and the run goes to the next one instead."
start,target,s,rw,,,,state,50,no,park,show,cue,"The cue this starts when it fires - by name, as cue.fire does, so standby does not move and the target may sit anywhere in any list. A start cue is a memo that presses a button (2026-09-19): it fires, its run is done the next tick, and the target runs on its own. What the live recorder writes into a take: one start cue per cue the operator fired, at the second they fired it, so a night pressed by hand can be played back by a timeline. A target that is a manual group is refused when it fires, as cue.fire refuses it."
transport,duration,d,rw,0,0..,s,state,50,no,park,show,,"How long the fade half takes, when the verb is fade. Ignored by a hard stop."
transport,curve,s,rw,linear,linear|sCurve,,state,50,no,park,show,,The shape of that fade. Ignored by a hard stop.
osc,address,s,rw,,,,state,50,no,park,show,,"The node this cue writes, which is an address in a mounted namespace rather than a message somebody composed. Naming the NODE is what lets the tree check it: a cue pointing at something the target does not have is findable before the show rather than during it, and the node already says what type it takes."
osc,value,s,rw,,,,state,50,no,park,show,,"What to write, spelled the way the log spells an argument - f:0.5 for a float, i:3 for an integer, T for true. One atom, because a mounted node holds one value; the type is in the text so that a cue meaning the float and a cue meaning the integer are different cues rather than the same cue read twice by two machines."
osc,wait,s,rw,none,none|sent|verified,,state,50,no,park,show,,"How long the cue takes to be done. None finishes as soon as it is fired; sent finishes when the datagram has left the socket; verified finishes when the target has been asked and has answered with the value that was written. A sequence of verified cues is a chain that waits for each device instead of hoping (PRD 3.11), and it is the only one of the three that can tell you the device disagreed."
osc,timeout,d,rw,5,0..,s,state,50,no,park,show,,How long verified waits for an answer before failing the run. Ignored by the other two waits. Five seconds because it is long enough for a device that is thinking and short enough that a cue which is never going to answer does not hold a show past the point anybody would have given up on it. Zero means the first reply or nothing.
midi,port,s,rw,,,,state,50,no,park,show,port,"The identifier of the declared <Port> this cue sends on. An identifier and not a name, for the reason a route names its bus by one: the name is what a person reads and what --midi-out is given, and renaming a port must not silence every cue that used it. A port that is declared and not bound fails the RUN with no-port and never the load, because which cable ""Lights"" is on is a fact about the building (PRD 4.10) and a show travels to a rig that has not been patched yet."
midi,type,s,rw,noteOn,noteOn|noteOff|programChange|controlChange|pitchBend|aftertouch|channelPressure|sysex,,state,50,no,park,show,,"Which event to send. Every type PRD 3.10 lists, including sysex, because a show that can send seven of eight is a show somebody has to keep a second program open for. The type decides which of the fields below mean anything, which wfg validate says out loud rather than the grammar refusing - one element per type would be eight elements for one concept."
midi,channel,i,rw,1,1..16,,state,50,no,park,show,,"The channel, one to sixteen. One-based because that is what is written on every device a musician has ever looked at, and unlike a TRIGGER's channel there is no 'any': a message has to go somewhere."
midi,data1,i,rw,0,0..127,,state,50,no,park,show,,"The first byte of the message: the note for a note on, off or aftertouch, the controller for a control change, the program for a program change. Ignored by pitch bend, channel pressure and system exclusive, which have no such thing. NAMED AFTER ITS PLACE IN THE MESSAGE and not after any one of those meanings, because it is all of them depending on the type above it - and a client shows the word that fits, so nobody reads data1 anywhere but in the file. It was called number until 2026-09-22 and could not stay: every cue already has a number, which is its place in the list, and two rows of one name on one element are one attribute doing two jobs - the same twelve read as the cue's number and as the program it sends."
midi,data2,i,rw,0,0..16383,,state,50,no,park,show,,"The second byte: the velocity of a note, the value of a control change, the pressure of an aftertouch, or the whole fourteen bits of a pitch bend, where 8192 is the centre. Ignored by a program change, which has only one byte, and by system exclusive. Nought to 127 for everything but the bend. Renamed from data with its partner (2026-09-22) so the two read as the pair they are."
midi,sysex,s,rw,,,,state,50,no,park,show,,"The bytes of a system-exclusive message, in hex, F0 to F7 inclusive - written the way a manual prints them, because that is where a designer is copying from. Ignored by every other type. A dump of any size is legal and the send is off the tick thread for exactly that reason: on Windows a hundred bytes busy-waits the calling thread for about thirty milliseconds."
midi,wait,s,rw,none,none|sent,,state,50,no,park,show,,"How long the cue takes to be done. As a network cue, minus verified: MIDI has no read-back, so there is nothing that could answer, and asking for one is refused when the show loads rather than waiting for ever at half past seven. sent says the bytes reached the port."
port,name,s,rw,,,,state,50,no,park,show,,"What the show calls this port. The document holds what somebody decided (PRD 4.10), so it says 'Lights' or 'The desk'; --midi-out=<name>=<device> is what binds it to a cable on this machine, and the two are separate for the reason a bus and a hardware channel are."
port,outputDevice,s,rw,,,,state,50,no,park,show,,"The MIDI output on this machine this port sends through, by the name wfg midi lists. What somebody decided and what reads sensibly at the next venue, which is why it is in the show and not beside it (PRD 4.10); --midi-out overrides it for one session. Empty is unbound, and a cue on an unbound port fails its RUN with no-port and never the load, because a show travels to a rig nobody has patched yet."
port,outputDeviceId,s,rw,,,,state,50,no,park,state,,"The identifier that output had when this machine last found it, tried BEFORE the name. Two things fail in opposite directions and that is why both are kept: an identifier is operating-system formatted and is not stable - on Windows it carries the device's instance path, so moving a cable to another USB socket changes it - while a name survives the move and cannot tell two identical interfaces apart. State rather than show: it is what the machine matched and not what anybody decided, so it never dirties the show, and a stale one at another venue simply fails and falls through to the name. Written back by the engine whenever a port binds by name, so the next start is exact."
port,inputDevice,s,rw,,,,state,50,no,park,show,,"The MIDI input this port listens on. Events arriving there are matched as THIS port, so a trigger names the port and never the cable - which is what makes moving an interface one edit instead of one per trigger. Empty listens to nothing; --midi-in overrides."
port,inputDeviceId,s,rw,,,,state,50,no,park,state,,"The identifier that input had when this machine last found it, tried before the name, for the reason the output's twin gives."
port,rx,T,rw,true,,,state,50,no,park,show,,"Whether events arriving on this port's input fire triggers. Off is a port that sends and does not listen, which is most of them - a lighting desk takes messages and has nothing to say back."
port,tx,T,rw,true,,,state,50,no,park,show,,"Whether cues on this port are sent. Off, the cue still runs and finishes carrying the warning not-sent, exactly as a network device's tx does, so a rehearsal in a room without the desk plays the show instead of printing a column of failures."
port,bound,T,r,false,,,state,50,no,park,none,,"Whether this port has a device behind it. What the machine found, not what anybody decided, so it is published and never stored."
port,problem,s,r,,,,state,50,no,park,none,,"Why it has not, in one sentence, and empty when it has: no such device on this machine, or a name that fits two of them and cannot be told apart. Ambiguity is a refusal rather than a guess - a MIDI cue arriving at the wrong desk is worse than one that does not arrive - and this is the sentence that says which."
ports,inputs,s,r,,,,state,1,no,park,none,,"The MIDI inputs this machine has, one per line. NEWLINE and not space, because a device name contains spaces and nothing else would split - the same argument document/warnings makes. Read when the show opens and again on midi.rescan, never on the tick thread: enumerating MIDI devices blocks for milliseconds on Windows."
ports,outputs,s,r,,,,state,1,no,park,none,,"The MIDI outputs this machine has, one per line, read the same way."
runs,order,s,r,,,,state,50,no,park,none,,"The identifiers of the runs the engine is publishing, in the order they were created. A finished run keeps its place here for five seconds and is then dropped - Gogo is the present tense (PRD 7), and a four-hour show would otherwise publish four hours of finished runs on every tick."
run,cue,s,r,,,,state,50,no,park,none,,The cue this run instantiates. A run is the live instance and the cue is what somebody wrote: the cue keeps saying what was decided while the run says what is happening (PRD 4.10).
run,kind,s,r,,memo|group|media|fade|transport|osc|midi|start,,state,50,no,park,none,,"The kind of the cue this run instantiates, copied at launch so a client reading a run does not have to go and look the cue up - and so the answer survives the cue being edited underneath it."
run,parent,s,r,,,,state,50,no,park,none,,"The group run this one is a member of, or empty at the top of a list. Runs and not cues, because the same cue can be a member of a group that is running twice - a shuffled loop plays it in round three and again in round five - and which one finished has to have an answer."
run,children,s,r,,,,state,50,no,park,none,,"The runs this group run is organising, in the order they were spawned, space-separated. A group owns time, order and lifetime and no output of its own (PRD 4.12), so this is the whole of what it holds."
run,phase,s,r,,entering|preparing|prepared|header|members|footer,,state,50,no,park,none,,"Which part of itself a group run is in: its own pre-wait, its header, its members, its footer. A READOUT and never a model input, like `position` and `rangeIteration` - the scheduler holds it on the job and mirrors it here for a client to watch, so it is not written to the log and a replay, which runs no scheduler, leaves it empty. Empty on every run that is not a group. The two prepare values arrive with the horizon (PR 4.5) and are declared here so the enum does not grow under a client that has already read it."
run,state,s,r,armed,preparing|waiting|armed|playing|stopping|postWait|done|failed,,state,50,no,park,none,,"Where the run is. Preparing means the horizon reached it and it is getting ready ahead of any GO - a run in that state is NOT live, and nothing that asks whether a cue is running counts it (PRD 3.12). Waiting means its pre-wait is running and nothing has fired yet; armed means its track is held and its media is being made ready; playing means the launch has been placed; stopping means a stop was asked for and has not landed; postWait means its own work is over and it is holding before it reports done to whatever is waiting on it; done and failed are both finished, and a failed run says why in error."
run,track,i,r,-1,,,state,50,no,park,none,,"The track it plays on, or -1 before one is held and after it is given back. The track count is the polyphony ceiling, so this is also which of those voices it is using. A playing track is never stolen."
run,position,d,r,0,0..,s,state,50,no,park,none,,"How far into the RUN it has got - which is how far into the FILE when there is one, start offset and range wrap included, and simply how long it has been going for a run with no voice at all. A fade is the case that makes the difference worth stating: it has a duration the document declares and nothing placed on a track, so it is measured in ticks from the GO that started it rather than in samples from a launch that never happened. Nought until it is launched, for every kind, because a cue parked on a standby has not got anywhere yet. A READOUT and never a model input: it is published for a client to watch and is not written to the log, because a log of every position would be a log of the clock rather than of anything anybody decided."
run,started,h,r,0,,tick,state,50,no,park,none,,"The tick GO was applied on for this run, which is when it STARTED - and nought while it has not, which is every run the anticipation window has prepared and nobody has let go yet. A tick index and not a wall clock, because the engine's own notion of when is the tick and a wall clock in a published node would be a value a replay could not reproduce - the argument undoName already makes. It exists so that a running pane can be ordered the way the show happened rather than the way the run table happens to hold it: a cue prepared ahead of time is created BEFORE things that are already sounding, so the engine order puts the next cue above them, which is upside down from where an operator looks for it. Ordered by this, with the not-yet-started last, a pane reads top to bottom like the list it came from."
run,remaining,d,r,0,0..,s,state,50,no,park,none,,"How many seconds of the wait it is in are left, counting down to nought - and nought whenever it is not waiting at all, so a reader never has to ask a second node whether this one means anything. It is the pre-wait while the state is waiting and the post-wait while it is postWait, which are the two states a run can be counted down in; both are the SAME question from where an operator sits - how long until this does the next thing - and telling them apart is what the state node is for. Computed from the absolute tick the wait comes due at, which a command handler set from its own tick, so it is exact rather than accumulated and a client that missed twenty publishes still reads the truth on the next one. A client draws it as a bar that EMPTIES rather than one that fills: what somebody watching a wait wants is the time left, not the fraction served. The total it is a fraction OF is the cue's own preWait or postWait, which is in the document where decisions live and not repeated here."
run,timbre,s,r,,,,state,10,no,park,none,,"What it sounds like where it has got to, as three numbers: the hue in degrees, then the saturation and the lightness from nought to one, of the analysis frame at its current `position` (PRD 3.30). Empty until the analyser has a pyramid for its file, and a client draws its own grey for empty - 3.30's answer for a clip whose colours have not arrived. `0 0 0` is silence, and a real reading rather than a missing one: lightness nought is below the ramp's darkest, so it cannot be mistaken for a low sound. A READOUT computed when the tree is published, like `position`, and never logged. The rate cap of 10 is what a surface is told to draw it at (PRD 3.30); the engine recomputes it every tick like everything else."
run,envelope,s,r,,,,state,50,no,park,none,,"How loud the file is where the run has got to: the analysed peak of the frame at its position, in decibels below full scale, to a tenth - -120 for a silent frame - or empty until the file is analysed, as timbre is. Before the fader and the DCA: it is the sound's own shape, which a surface pulses its colour with - half its level over a few seconds, half how it moves (author, 2026-09-25: 'make part of the LED level match the long term level of the music and the other half the shorter term variations')."
run,level,d,r,0,-120..12,dB,state,50,no,park,none,,"The level it is playing at now, which is what a fade writes. Not the cue's authored level - that one stays where the designer left it, so a night of riding faders does not rewrite the show."
run,late,i,r,0,0..,,state,50,no,park,none,,"How many blocks the launch was late by, when GO arrived before the arm had finished. Zero is the ordinary case, and the number is here because it is the difference between GO is instant as a claim and as a measurement."
run,range,i,r,-1,-1..,,state,50,no,park,none,,"Which of the cue's ranges is playing, counting from nought, or -1 for a run that is not in one - every kind but media, and a media cue with no ranges. A TRANSITION IS AN EVENT (PRD 3.15): this changes when the boundary into the range is PLACED, which is a logged command, so a replay reproduces which range every run was in at every tick with no audio at all."
run,rangeIteration,i,r,0,0..,,state,50,no,park,none,,"Which pass of that range is playing, counting from one, or nought when there is no range. A READOUT and not an event, like position: it is computed from the sample counter rather than logged, because a bed looping for four hours would otherwise write a record every few seconds for something nobody decided. It is the 3 of the strip's 3/8."
run,iteration,i,r,0,0..,,state,50,no,park,none,,"Which round this group run is on, counting from one. Zero before the first round has been drawn. A client showing 3/8 is showing this and iterations."
run,iterations,i,r,1,0..,,state,50,no,park,none,,"How many rounds this run will play, copied from the group when it started - so an edit to loops changes the next run and not this one. Zero means for ever."
run,round,s,r,,,,state,50,no,park,none,,"The cue identifiers of the round in progress, in the order they will play, space-separated. MATERIALISED rather than computed: a shuffled round is drawn once, written into the log, and read back from there on replay - which is what lets a session reproduce without the random number generator ever being consulted again."
run,pruned,s,r,,,,state,50,no,park,none,,"The members dropped from this run, space-separated. Pruning is RUN-LOCAL and evaporates with the run (PRD 3.6): it is what an operator does at 22:40 when one of eight ambiences is wrong tonight, and it must not be an edit to the show - tomorrow the cue is back."
run,seed,i,r,0,0..,,state,50,no,park,none,,"The seed this run is drawing its rounds from: the group seed when there is one, and a fresh one otherwise. Published because a shuffled night somebody liked is a night worth being able to ask for again."
run,error,s,r,,,,state,50,no,park,none,,"Why it failed, when it did: no-track when every voice was busy, media-missing when the file is not in the bundle, is there and is not audio, or a range is not inside it, no-port when a MIDI cue names a port nothing was bound to, bad-message when its own fields do not make a message anybody could send, no-slot when the cue has more ranges than the graph has launcher slots - which is a range added since the show was loaded, and needs a reload rather than an edit - bad-route when the destination cannot be honoured, bad-target when a fade or a stop names a cue this show does not contain at all - which is different from one that is not running, and is a warning wfg validate has already given, send-failed when a message could not be put on the wire, and the write refusals - bad-address, read-only, type-mismatch - when a network cue names a node the target does not have or will not take. timeout when a verified cue asked and nothing answered in time, and disagreed when something answered with a different value, which is the one failure that means the device is there and is not doing what it was told. Empty otherwise. A failed run was still an APPLIED command - the request was legal and the show could not honour it, which is a different thing from a request that was malformed."
run,claims,s,r,,,,state,50,no,park,none,,"The slots this run holds, by identifier, space-separated. A VOICE IS NOT AMONG THEM - a track is not a declared object and where a voice is held is this run-s own `track`. Held from the arm until the run reaches done or failed, which is the same moment the voice is freed: `holdsTrack()` is a track and an unfinished run, so the claim-s release and the voice-s are one rule written in two places rather than two rules (PRD 3.9e)."
run,pending,s,r,,,,state,50,no,park,none,,"The slots this run has claimed and not yet been given, because something else is holding them. PRD 3.9e: a claim on a busy slot is neither a failure nor a race - it lands when the holder-s run ends, and the claimant shows PENDING meanwhile. GO has already returned (4.1). A holder that never ends on its own, an infinite loop, is the operator-s to end. It also holds the word voice for a sampler member armed onto a strip while every track was busy (decision Z, 2026-09-23): that claim waits too, and lands when a track frees. The launch waits on this being empty: half a cue is not a cue, and sending it into a slot somebody else holds is the fighting a claim exists to prevent."
run,warning,s,r,,no-channel|revoked|not-sent,,state,50,no,park,none,,"Something this run did less of than it meant to, while still going. NOT a weaker `error`: an error is a run that did not do what it said, and a warning is a run that carried on. `no-channel` is a cue that lost an exclusive rack channel and played dry, which PRD 3.9e calls DEGRADE and which is the whole point of that policy - reporting it as a failure would either stop the scene or teach an operator to ignore the state that means stopped. not-sent is a cue aimed at a device whose tx is off, or a MIDI cue on a port whose tx is off: it ran, it was applied, and nothing left the machine. In words, never colour alone (4.8)."
run,asserted,T,r,false,,,state,50,no,park,none,,"Whether this run was started by the persistent assertion (PRD 3.29) rather than by a person or a group: the engine found the cue not as its section declares - a bed whose file had run out, a value the desk no longer held - and put it back through run.assert, after an applied trigger and never on its own clock. Shown so an operator can tell a sound they started from one the machine restored."
run,trim,d,rw,0,-120..12,dB,state,50,no,park,none,,"The trim a hand is adding to this run's level, in dB - the fader or the pad on the strip the run holds, and nothing else writes it. Added to the cue's own level and to every trim above it. A run armed onto a strip starts at its cue's initialLevel - where the fader flies to and waits for the touch that starts the clip - and so does a run armed onto a pad. Written with node.set by a surface, a panel or the page, and a ride is not undoable, being nothing anybody decided about the show (PRD 4.10)."
run,meter,d,r,-120,-120..24,dB,state,50,no,park,none,,"How loud it left its track over the last tick, in decibels below full scale: the loudest sample the track output stage sent, after the EQ, the inserts, the level and the trim of the hand - so after the fader - or -120 while it has no voice sounding (author, 2026-09-25: 'On the sampler fader displays of the D700 can we have a post fader level meter too?'). A surface draws it on the strip that holds the run. A READOUT like position, taken from the audio side once a tick and never logged: a replay, which has no audio, reads silence."
run,strip,s,r,,,,state,50,no,park,none,,"The strip this run holds, by identifier, when it is a sampler member on one; empty otherwise. The strip's holder read from the run's side, so a running pane can say which fader a sound is under."
run,held,T,r,false,,,state,50,no,park,none,,"Whether a pad is down on this run - pressed and not yet released. While it is held a press from any other origin is a no-op, and so is that origin's release (PRD 3.27): the hand that started it owns it."
run,solo,T,r,false,,,state,50,no,park,none,,"Whether this sampler clip is soloed on its strip (author, 2026-09-25: 'The solo switch could be engaged on a track to prevent other faders in the bank to trigger'): while it holds, a press on any other strip of its bank - a touch, a pad, a fire by name - starts nothing. Set with run.solo, the SOLO button on a surface; it lets go by itself when the clip stops - its end, a stop, a kill or a release - so a solo left on never outlives the clip it protected. A performance, never an edit: nothing is written to the show."
group,order,s,r,,,,state,50,no,park,none,,"The identifiers of the group's children, in order, space-separated."
group,headerOrder,s,r,,,,state,50,no,park,none,,"The cues in this group's header, in order, space-separated. A header runs before the group's members (PRD 3.6) and is an ordinary cue list, so this is the same kind of answer as order - about a different list."
group,footerOrder,s,r,,,,state,50,no,park,none,,"The cues in this group's footer, in order, space-separated. A footer runs at group exit and BLOCKS: the group is not done until its cues are, so a following scene that reallocates the same channels waits for the release rather than racing it."
group,header,s,r,,,,state,50,no,park,none,,"The identifier of this group's header section, or empty when it has none - what object.move and cue.create take as a parent to put a cue in it. Made by group.role, which answers with the one that exists. Published (2026-09-18) so a client can move a cue into a section it can see, rather than into a container it has to guess."
group,footer,s,r,,,,state,50,no,park,none,,"The identifier of this group's footer section, or empty when it has none - what object.move and cue.create take as a parent to put a cue in it. Made by group.role, which answers with the one that exists."
group,headerDerived,s,r,,,,state,50,no,park,none,,"The cues whose preset names this group, in document order, space-separated - the header lines somebody did not write. Derived the way order and headerOrder are, and run BEFORE the written header cues when the horizon reaches the group: a written header cue may reasonably depend on what the presets set - position the source, then move it - and the reverse dependency has no natural example. What the horizon does with a preset member is its preparable part and nothing else (PRD 3.12); the member still runs where it sits, at its own moment, in its own group, which adopts the arm the ancestor made rather than making a second one."
group,folded,T,rw,false,,,state,50,no,park,state,,"Whether the group is drawn shut, its members hidden under its row. State, not show: how a group is read is not a decision about what it plays, so it lands in state.xml and does not mark the show unsaved."
group,headerFolded,T,rw,false,,,state,50,no,park,state,,"Whether the group's header band is drawn shut. State, as `folded` is."
group,footerFolded,T,rw,false,,,state,50,no,park,state,,"Whether the group's footer band is drawn shut. State, as `folded` is."
group,mode,s,rw,sequence,timeline|sequence|sampler,,state,50,no,park,show,,"Whether members are scheduled at entry, run one after another, or wait for a hand. sampler launches none of its members: GO arms the group, every member is loaded onto a strip, and faders and pads start them - in any order, any number of times, several at once (PRD 3.27)."
group,advance,s,rw,manual,auto|manual,,state,50,no,park,show,,Whether a member starts when the previous completes or on GO.
group,selection,s,rw,sequential,sequential|shuffle,,state,50,no,park,show,,"How the members of a round are ordered. sequential plays them as they are written; shuffle draws a fresh order for each round, redrawing until the first of the new round differs from the last of the one before it - so a member is never heard twice running across a boundary. With two members that constraint decides the order completely, which is correct rather than a degenerate case: alternating is what a designer asking for two shuffled ambiences means."
group,loops,i,rw,1,0..,,state,50,no,park,show,,"How many ROUNDS this group plays before it is done. Rounds, not playbacks: with play set, a round is a subset of the members, and three loops of two-of-five is six cues rather than three. Zero means for ever, which is what an ambience bed is, and is left by a stop verb, an advance or run.stop rather than by counting."
group,play,i,rw,0,0..,,state,50,no,park,show,,"How many members a round plays, out of however many there are (PRD 3.6 play N of M). Zero means all of them, which is the ordinary group. Larger than the membership is the same as all of them rather than a refusal: a designer deleting a member should not have their show stop loading."
group,seed,i,rw,0,0..,,state,50,no,park,show,,"The seed a shuffled group draws its rounds from. Zero means a fresh one per run, drawn when the run starts and written into its log - so a shuffled show is different every night AND every night reproduces exactly. A seed set here is the other thing somebody wants: the same order at every performance, which is how a shuffled scene gets rehearsed."
group,takeover,s,rw,group,group|strip,,state,50,no,park,show,,"sampler: what arming this group does to the sampler groups already armed (PRD 3.27). group closes every other sampler group - each launches nothing new, plays out what is playing and hands each strip over as that clip ends; strip takes only the strips this group's members land on and leaves the rest to whoever had them, and a group that has lost every strip completes. Read when the group is armed and at each refresh."
group,dca,s,rw,,,,state,50,no,park,show,dca,"The DCA this group is assigned to, by identifier, or empty. Adds the DCA's trim to the group run's own, which reaches every member through the sum a group already is (PRD 3.6, 3.28)."
mount,prefix,s,rw,,,,state,1,no,park,show,,"The address this device answers at, and the root every cue aimed at it carries. SEVERAL, separated by spaces, for a device whose addresses start at the root of its own world: a DiGiCo S21 reached directly answers at /channel for every strip control, /console for ping, pong and the channel counts, and /digico for snapshot recall, so its row reads ""/channel /console /digico"". Declaring it three times would be three rows, three names and three sent counts for one console, and giving it one root that is not its own would mean the address in the cue is not the address in the manual somebody copied it from. A space is what separates them because an OSC address can never contain one, and a device with a single root reads exactly as it always did. A device that DESCRIBES itself has one: its namespace file is one tree and mounts in one place. EDITING THIS DOES NOT REWRITE THE CUES: a cue holds the whole address it writes, so a root somebody changes leaves every cue under the old one aiming at nothing, which wfg validate says out loud. Moving a cue from one device to another is the target menu's job."
mount,transport,s,rw,udp,udp|tcp|ws,,state,1,no,park,show,,"How the mounted target is reached. Only udp carries messages today; tcp and ws are declared because a document should be able to say what a device is before Go.dot can talk to it, and a mount declaring either is refused when the show loads rather than going quiet during it."
mount,host,s,rw,127.0.0.1,,,state,1,no,park,show,,"Where the target is. A literal address rather than a name, because a socket resolves a hostname on every send whose destination differs from the last one, and a blocking lookup on the tick thread is a frame nobody gets back. It defaults to this machine because the ordinary rig is Go.dot and its processors on one box; anything else says so."
